event_id,event_type,event_subtype,name,start_date,end_date,region,source_name,source_url,notes
E20160510_NORTH_SANDSTORM,sandstorm,,2016年5月10-11日北方沙尘天气,2016-05-10,2016-05-11,内蒙古/华北/东北,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/201705/P020230712373047011060.pdf,2016年春季一次影响范围较广的沙尘天气过程。
E20160121_NATIONAL_COLDWAVE,cold_wave,,2016年1月21-25日全国寒潮过程,2016-01-21,2016-01-25,全国大部地区,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201602/t20160210_303989.html,强寒潮影响我国大部地区，多地出现剧烈降温和低温雨雪。
E20160121_COLDWAVE,cold_wave,,2016年1月21-25日强寒潮过程,2016-01-21,2016-01-25,西北地区东部/川渝周边,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201602/t20160210_303989.html,强寒潮影响全国大部降温幅度大
E20151218_NORTH_STAGNATION,heat_stagnation,stagnation,2015年12月中下旬北方多次静稳重污染过程,2015-12-18,2015-12-25,京津冀/长三角/珠三角,生态环境部,https://www.mee.gov.cn/gkml/sthjbgw/qt/201601/t20160125_326850.htm,2015年12月京津冀及周边先后出现5次明显重污染过程。
E20151205_JJJ_STAGNATION,heat_stagnation,stagnation,2015年12月5日起京津冀及周边静稳重污染过程,2015-12-05,2015-12-10,京津冀及周边,生态环境部,https://www.mee.gov.cn/gkml/sthjbgw/qt/201512/t20151209_318742.htm,受冬季污染排放和不利气象条件影响，京津冀及周边出现大范围重污染天气。
E201506_XJ_HEAT,heat_stagnation,heat,2015年夏季新疆高温热害,2015-06-01,2015-08-31,新疆,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201512/t20151230_300981.html,新疆高温日数突破历史极值
E20131201_EAST_STAGNATION,heat_stagnation,stagnation,2013年12月1-8日中东部大范围静稳雾霾,2013-12-01,2013-12-08,华北/黄淮/江淮/江南,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202112/W020230712370602181994.pdf,中东部大范围雾霾天气，静稳和高湿条件不利于污染扩散。
E201307_SOUTH_HEAT,heat_stagnation,heat,2013年7月至8月南方持续高温过程,2013-07-01,2013-08-15,江南/华南/重庆/贵州东部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201307/t20130725_220966.html,南方地区出现持续高温，多个城市突破历史同期高温纪录。
E20130105_CE_STAGNATION,heat_stagnation,stagnation,2013年1月中东部大范围静稳雾霾,2013-01-05,2013-01-15,华北/黄淮/江淮,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201301/t20130113_202563.html,中东部地区出现持续雾霾天气，大气扩散条件差。
E201212_XJ_SNOW_WIND,blizzard,,2012年12月新疆罕见风吹雪,2012-12-01,2012-12-31,新疆,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xgzdt/201212/t20121231_199900.html,罕见风吹雪阻断交通要道
E20120721_BEIJING_HEAVYRAIN,heavy_rain,,2012年7月21日北京特大暴雨,2012-07-21,2012-07-22,北京/河北北部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201207/t20120723_179447.html,北京遭遇特大暴雨，城市内涝和山洪地质灾害风险显著。
E20120421_XJ_COLDWAVE,cold_wave,,2012年4月21日新疆寒潮过程,2012-04-21,2012-04-21,新疆,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xgzdt/201212/t20121231_199900.html,4.21寒潮影响全疆
E20120330_XJ_WIND,strong_wind,,2012年3月30日乌鲁木齐东南大风,2012-03-30,2012-03-30,新疆乌鲁木齐,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xgzdt/201212/t20121231_199900.html,3.30东南大风横扫首府
E20120320_SANDSTORM,sandstorm,,2012年3月20-22日新疆甘肃青海沙尘暴,2012-03-20,2012-03-22,新疆东部/南疆盆地/甘肃西部/青海北部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201301/P020130114437471899661.pdf,南疆局地强沙尘暴
E201101_GUIZHOU_FREEZING_RAIN,freezing_rain,,2011年1月贵州湖南低温冻雨雨凇过程,2011-01-01,2011-01-31,贵州/湖南/广西北部/江西西部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201102/t20110214_106152.html,南方部分地区出现持续低温雨雪冰冻和冻雨雨凇天气。
E20100319_NORTH_SANDSTORM,sandstorm,,2010年3月19-22日北方强沙尘暴,2010-03-19,2010-03-22,新疆/内蒙古/甘肃/宁夏/华北/东北,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/202110/t20211029_4029739.html,强沙尘天气自西北向东影响我国北方大部。
E20091230_ALTAY_SNOW,blizzard,,2009年12月30日至2010年1月10日北疆阿勒泰暴雪寒潮,2009-12-30,2010-01-10,新疆北疆/阿勒泰,中国气象局,https://www.cma.gov.cn/kppd/kppdqxsj/kppdqhbh/202111/t20211103_4158377.html,阿勒泰多站积雪深度破历史极值
E200801_SOUTH_SNOWICE,freezing_rain,,2008年1月南方低温雨雪冰冻灾害,2008-01-10,2008-02-02,湖南/湖北/贵州/江西/安徽/广西/浙江,中国气象局,https://www.cma.gov.cn/kppd/kppdqxw/kppdjckp/202111/t20211103_4161870.html,2008年初南方大范围持续低温雨雪冰冻灾害过程。
E200801_SC_CQ_ICE,freezing_rain,,2008年1-2月川渝低温雨雪冰冻灾害,2008-01-10,2008-02-10,重庆/四川东部及西南地区,重庆气象局,https://www.cma.gov.cn/2011xwzx/2011xgzdt/202201/t20220110_590285.html,南方历史罕见低温雨雪冰冻灾害
